16
946 1677
404 263 44
195 661 358
54 267 473
795 79 610
127 265 833
12 209 741
121 342 180
91 717 895
670 241 360
386 140 480
689 304 597
367 662 468
776 942 196
348 370 970
757 233 339
776 443 732
928 131 576
926 695 444
116 660 795
904 42 212
424 360 900
2 955 126
351 728 975
379 39 604
62 122 504
952 460 669
492 218 281
484 179 487
657 668 414
10 760 756
925 403 214
578 920 622
331 227 697
540 583 367
630 723 247
955 377 498
141 305 56
549 388 766
729 851 789
901 137 207
894 591 85
806 245 996
574 146 780
500 274 343
941 777 342
716 197 839
289 2 755
33 576 197
587 484 649
460 711 822
904 328 63
887 305 918
840 948 707
673 934 131
706 366 817
860 770 804
626 424 821
639 3 777
780 114 446
719 510 123
225 278 984
508 282 270
560 757 187
474 244 319
648 688 972
932 506 907
572 248 504
240 791 187
736 864 491
70 239 198
167 385 460
537 671 53
447 213 698
118 484 510
557 128 17
119 277 622
840 220 411
85 545 8
579 305 584
753 258 478
483 901 418
374 446 780
730 913 960
8 69 307
337 753 109
942 243 956
890 48 84
505 844 628
315 800 684
494 40 966
359 200 275
753 915 964
182 798 841
436 855 641
319 511 645
112 691 490
816 799 946
273 277 688
425 21 341
774 42 309
152 254 445
170 839 455
161 51 121
178 857 922
900 657 814
21 629 76
110 399 245
349 417 10
229 289 660
596 304 972
578 267 991
238 805 79
264 119 737
927 259 15
885 122 291
193 20 136
716 301 739
694 528 367
531 579 153
256 192 281
746 89 518
163 754 656
701 345 496
718 892 320
604 273 336
704 95 620
517 851 536
656 824 333
646 284 846
493 266 906
464 543 847
369 190 271
289 471 665
709 823 444
735 116 237
442 697 763
909 390 778
886 954 623
373 62 644
125 188 737
826 212 816
853 277 648
914 762 949
209 758 603
73 112 273
302 7 176
625 867 682
274 882 521
921 39 755
10 719 316
601 387 996
36 868 993
942 896 921
202 635 138
494 495 956
119 716 528
733 650 49
817 225 666
377 552 629
235 806 767
211 308 876
746 167 726
177 689 462
851 299 869
107 152 31
478 331 213
73 892 615
243 98 706
461 196 547
36 858 929
226 611 33
63 381 515
780 211 459
355 697 58
326 771 225
310 744 788
501 13 723
479 335 550
591 390 783
118 726 575
775 599 540
101 743 463
107 351 920
236 496 767
147 835 618
32 311 718
830 957 752
85 647 156
128 562 962
392 70 284
383 506 288
671 859 748
345 544 361
111 212 946
539 7 225
740 303 409
271 887 917
154 503 11
661 723 506
849 53 685
196 650 449
558 729 252
206 657 130
806 275 111
548 580 624
941 623 824
151 850 173
788 362 486
922 861 355
627 637 993
867 289 418
649 577 84
420 788 824
857 788 396
54 934 473
140 510 680
441 83 417
909 325 853
471 422 85
355 751 682
182 624 960
266 647 736
941 454 393
383 893 827
307 866 717
455 311 23
94 12 839
536 446 976
930 123 702
734 198 402
215 365 683
903 270 26
778 823 941
276 756 152
579 295 122
877 383 454
814 425 493
390 491 230
265 896 950
876 789 179
818 307 713
31 955 236
840 257 575
562 604 53
139 316 340
879 691 239
180 636 186
104 560 155
653 143 93
90 262 435
709 746 539
790 786 456
724 380 250
718 908 406
81 636 602
553 726 229
130 474 444
743 259 617
171 472 354
825 108 42
89 888 104
597 349 970
516 197 92
391 50 95
850 784 946
639 123 675
616 377 532
544 701 118
801 842 48
378 664 711
934 175 44
671 152 40
863 696 318
543 862 776
455 800 453
274 68 181
313 251 966
680 320 235
857 468 511
749 109 497
854 473 55
280 189 477
164 180 866
241 446 624
195 166 231
82 518 719
798 711 955
546 465 88
946 172 625
466 594 959
571 427 668
447 472 22
467 431 861
740 311 824
367 489 52
567 132 803
674 22 342
772 793 598
705 931 534
778 208 973
675 642 663
776 177 513
898 835 557
389 154 992
171 504 333
570 169 54
757 246 342
78 216 242
864 363 669
685 712 859
36 136 672
901 585 861
653 929 357
609 313 574
268 676 476
252 502 416
188 110 689
69 882 867
955 496 962
61 352 95
52 840 518
839 817 956
845 386 767
648 132 226
825 476 186
321 873 132
203 377 483
756 182 393
265 620 401
664 904 204
481 529 640
733 22 648
417 738 79
183 4 445
709 414 384
940 620 966
889 483 881
837 81 441
954 669 433
188 114 836
269 688 258
299 476 539
917 424 46
297 693 210
140 278 693
558 931 115
286 123 131
417 524 383
908 722 371
371 180 302
895 1 898
188 521 795
323 545 84
692 495 490
542 360 508
663 838 138
529 697 120
664 304 600
848 499 704
57 934 50
372 442 749
291 276 564
614 697 893
447 672 434
725 447 297
623 334 859
212 211 681
533 468 575
745 632 472
725 872 743
19 914 301
566 206 314
154 949 949
138 608 433
652 218 105
689 306 857
629 465 529
506 507 981
102 606 372
643 303 251
926 585 636
326 749 747
149 79 672
919 476 371
834 166 691
538 901 224
59 54 153
111 841 431
802 373 11
725 30 112
406 124 359
700 254 45
745 487 128
327 428 689
896 888 439
185 87 782
644 356 376
518 852 983
866 726 252
916 145 802
821 917 330
191 403 823
761 835 433
634 396 76
219 544 468
636 939 748
97 463 360
165 853 646
923 632 929
742 610 922
412 756 645
399 679 879
875 655 208
382 551 243
935 907 960
109 901 721
449 318 624
200 781 505
463 467 455
590 405 994
687 715 166
74 942 39
145 84 775
872 686 849
40 351 246
436 877 291
491 957 43
426 655 220
146 368 195
638 276 239
798 560 327
880 187 745
405 537 669
572 474 6
578 558 735
942 948 766
743 340 792
156 691 690
800 729 29
299 202 816
587 455 376
791 495 800
373 833 152
550 456 694
161 722 806
900 762 786
500 434 309
375 764 730
209 508 992
66 703 887
468 195 600
874 301 22
387 750 303
530 60 894
83 337 674
217 748 743
459 197 364
420 263 312
659 691 279
15 107 144
304 543 749
857 806 259
543 320 191
710 449 844
612 953 835
242 68 607
129 899 202
947 887 722
302 557 689
168 330 477
622 194 730
210 796 621
307 447 999
393 942 266
824 829 574
705 835 117
917 16 884
71 140 553
677 734 502
51 288 154
680 830 219
11 934 353
909 674 374
45 572 562
805 526 895
420 65 897
907 635 176
709 747 467
255 355 522
183 380 861
469 957 797
701 212 691
732 886 439
337 671 34
454 936 83
541 924 555
746 445 859
253 537 957
692 442 53
316 243 272
174 529 664
169 743 178
413 372 629
611 283 829
713 686 525
373 99 628
483 58 562
392 498 618
274 878 126
470 84 345
373 579 714
122 296 717
463 186 113
801 525 351
23 800 926
344 858 407
693 222 730
543 668 696
454 913 404
410 143 70
369 933 334
365 468 972
216 13 625
690 949 714
935 848 885
628 623 826
916 529 947
408 822 416
262 567 896
184 632 980
364 55 977
258 771 552
897 522 283
347 459 168
138 524 728
693 662 82
120 482 374
539 410 671
923 318 138
664 403 404
32 114 269
38 621 820
302 73 203
464 651 602
738 755 68
326 258 254
310 535 619
203 486 95
456 753 589
777 451 346
763 110 465
600 78 767
620 407 977
116 29 842
157 510 877
274 873 104
3 700 990
806 339 833
561 314 709
672 204 63
834 147 189
180 811 566
424 671 627
804 410 534
110 202 7
87 390 707
136 823 58
584 825 635
276 381 200
553 890 617
103 905 721
833 413 630
510 208 542
493 494 390
180 776 434
679 553 995
132 902 912
194 477 380
770 626 839
116 926 874
637 801 615
939 905 576
398 200 564
281 538 994
345 922 142
486 402 835
223 52 248
895 175 717
743 165 597
37 455 634
647 41 411
589 710 725
293 498 115
145 675 790
455 816 284
284 222 217
392 365 984
244 197 571
395 194 456
33 271 226
934 482 103
271 355 744
442 737 88
53 142 833
108 943 434
263 724 621
618 143 782
500 561 6
106 633 363
298 692 939
486 68 703
931 842 132
424 362 579
803 534 16
691 159 133
876 749 16
131 761 656
193 688 116
185 166 923
563 917 887
531 341 114
113 54 680
769 18 57
297 613 463
46 711 786
517 336 875
724 647 922
65 735 21
909 891 985
588 35 146
30 246 306
196 364 767
291 869 155
290 654 597
455 572 577
222 813 817
491 482 362
839 105 102
536 418 290
448 565 813
282 283 760
463 287 988
298 428 216
172 372 936
71 166 586
128 740 570
75 80 703
197 406 243
120 290 960
902 363 767
663 382 596
424 827 222
372 587 869
386 547 363
244 646 84
208 273 982
544 424 671
270 552 743
682 957 343
651 113 57
252 367 407
738 532 85
346 797 872
895 653 704
380 668 366
491 808 808
687 114 464
914 616 552
862 65 331
8 514 278
241 487 233
950 685 807
818 538 513
917 263 207
198 492 960
650 68 989
876 401 335
3 733 346
597 259 646
547 112 416
421 436 68
277 534 197
494 292 518
34 509 932
703 471 364
535 402 190
512 886 101
372 539 484
872 664 803
293 562 639
194 649 422
153 519 997
418 898 416
592 811 107
733 149 867
333 487 230
477 607 11
824 830 294
816 464 213
680 801 53
492 577 783
174 552 99
54 545 268
271 477 490
464 548 674
769 305 29
636 529 43
447 952 258
64 544 891
612 375 40
956 344 946
749 582 940
802 689 5
188 216 531
735 366 916
343 807 780
512 41 975
300 427 189
285 868 297
297 125 448
358 706 172
822 909 244
278 950 392
332 641 357
555 453 764
698 536 766
620 337 470
716 396 903
361 24 384
219 252 539
901 560 498
160 561 511
707 58 628
925 390 196
359 215 333
674 363 740
421 494 248
171 616 930
543 158 612
284 672 686
532 193 942
79 507 969
953 183 493
568 577 733
366 246 492
894 677 539
376 892 748
36 51 309
389 543 319
810 365 462
265 538 241
677 546 888
235 806 886
893 771 175
939 755 635
179 427 480
547 794 683
793 216 505
888 440 209
831 589 515
344 596 496
496 820 977
926 546 130
880 601 603
952 290 149
304 510 70
110 485 599
792 428 357
914 70 829
37 273 316
44 908 799
692 147 556
951 53 129
472 228 422
389 592 657
361 513 578
757 637 95
632 688 424
450 325 656
944 887 554
706 395 452
449 153 557
114 409 103
10 570 787
783 440 631
387 360 877
942 495 903
955 410 996
921 169 129
833 257 411
218 551 988
407 793 587
483 934 680
536 342 790
144 467 838
883 199 971
603 527 570
260 166 99
499 792 996
605 737 578
952 746 686
661 370 760
737 49 296
545 498 913
127 95 9
349 91 248
146 940 388
887 624 426
558 644 502
776 676 995
517 64 887
250 857 548
942 587 984
503 172 337
815 430 418
231 727 982
610 863 987
538 711 802
480 729 974
801 709 226
10 328 137
288 183 878
60 839 976
575 550 571
742 621 374
610 711 63
163 368 583
735 489 895
362 516 187
42 773 637
134 769 316
562 101 519
606 302 591
857 575 524
227 200 644
452 424 907
55 821 654
780 186 245
645 391 366
384 29 491
110 71 659
24 650 483
565 868 514
508 595 680
823 380 498
598 65 996
296 133 318
247 24 142
81 434 919
822 803 286
785 196 350
562 418 305
148 936 644
215 760 22
315 273 46
426 715 108
272 499 667
956 850 898
946 202 123
471 302 76
4 626 579
375 143 671
409 930 826
917 231 681
215 317 372
928 561 310
191 61 769
253 132 837
752 253 785
212 14 854
449 168 436
787 552 443
172 67 127
814 22 806
481 812 669
52 873 969
735 185 100
637 738 721
511 669 581
389 15 199
68 519 711
583 689 625
742 767 475
540 329 851
368 708 359
616 685 943
800 889 854
534 161 545
688 516 604
436 198 407
42 546 207
362 290 594
888 53 443
352 500 805
463 183 666
706 418 112
82 188 435
87 764 199
602 631 268
545 483 145
487 159 78
94 862 777
99 789 452
926 128 711
781 428 572
155 948 864
608 453 511
253 264 476
42 247 1
472 436 331
617 438 418
773 204 945
890 601 192
624 51 870
879 151 512
646 932 21
534 519 730
295 876 829
756 661 963
889 486 683
885 203 594
941 691 699
766 885 225
788 957 198
598 475 865
659 700 387
889 821 368
755 178 142
260 177 334
720 801 846
887 48 122
365 248 859
368 316 919
214 950 592
957 468 547
419 151 706
205 708 652
353 160 494
739 836 422
168 314 282
694 699 278
340 324 834
183 753 508
295 148 356
81 525 627
196 702 595
939 252 631
943 762 212
179 740 95
111 882 54
457 853 715
823 401 820
914 753 183
520 358 306
742 278 821
908 1953
443 572 276
842 411 96
881 3 465
80 360 864
131 679 115
76 83 947
883 393 591
848 103 533
420 68 807
435 370 512
453 247 488
115 741 973
861 114 207
11 40 264
262 123 320
81 772 526
707 196 19
70 639 812
573 460 349
675 691 983
426 895 524
623 359 808
853 862 541
813 422 896
537 818 927
651 97 362
772 630 863
667 335 304
259 419 402
209 424 712
649 106 910
411 906 906
413 764 106
251 542 249
70 488 890
418 803 872
806 823 726
895 616 29
646 541 970
762 137 223
641 571 962
305 20 298
290 195 734
421 300 141
354 705 772
292 296 163
600 67 600
819 161 814
687 240 241
252 253 972
341 620 395
711 237 530
520 63 702
398 207 27
181 395 436
211 86 992
195 328 348
51 672 802
242 211 140
60 578 538
845 519 601
648 395 575
412 573 40
682 186 909
662 48 338
360 367 366
79 744 456
83 879 590
754 740 40
593 351 156
110 761 738
538 884 951
249 893 893
149 197 970
766 288 328
375 700 151
809 388 39
652 764 823
645 796 988
167 468 236
712 121 371
335 486 167
633 771 478
755 172 426
130 615 982
60 231 681
850 718 125
296 262 316
640 166 478
649 478 877
718 439 965
323 887 15
455 50 786
100 841 719
720 651 819
124 605 887
33 617 699
263 496 868
386 97 977
739 345 753
356 545 783
736 321 698
263 636 288
425 343 91
402 25 809
224 204 293
391 792 556
576 316 332
654 867 914
686 576 322
382 544 190
330 98 628
160 12 501
622 433 490
571 198 942
253 866 546
851 435 59
147 319 608
608 850 967
878 140 769
602 514 409
18 515 984
872 755 907
509 404 63
64 823 945
95 406 687
817 59 59
584 554 536
327 694 560
859 307 367
147 700 369
342 325 896
228 490 673
812 530 615
431 751 616
634 600 827
549 381 125
61 179 898
421 898 120
164 752 913
83 400 338
591 206 953
218 88 485
148 307 994
385 892 221
25 617 336
14 453 961
613 722 155
423 856 914
169 514 103
818 286 471
670 437 442
532 713 276
323 293 14
261 838 402
86 706 444
279 4 874
269 850 524
804 833 314
811 734 606
38 731 102
547 521 454
437 585 997
730 462 506
265 130 586
700 836 458
311 487 416
42 548 994
601 121 30
623 290 249
756 687 799
294 181 654
182 778 625
837 246 140
98 43 78
849 883 332
773 849 315
135 266 899
766 313 777
105 660 776
308 77 333
143 830 70
697 747 12
111 44 593
432 341 531
211 780 193
383 499 812
375 123 109
399 526 493
116 809 920
849 681 762
250 527 392
268 755 940
56 778 784
469 102 391
618 170 26
819 907 371
492 428 112
880 392 439
514 146 654
640 545 634
208 243 438
757 20 536
591 83 13
158 222 141
453 775 498
252 121 173
345 361 669
63 807 377
504 554 971
644 613 992
58 763 681
350 700 609
124 813 365
69 683 713
102 133 528
395 539 889
712 304 440
577 2 900
624 419 224
850 570 747
21 17 963
505 867 594
367 832 909
446 661 134
175 16 237
828 638 105
511 682 821
345 315 528
32 272 699
636 280 392
348 434 349
539 395 96
877 394 434
232 127 880
431 646 851
282 352 221
308 701 40
638 824 814
143 89 672
873 587 385
897 578 165
838 616 309
849 804 173
48 888 158
77 117 209
683 217 432
480 170 764
597 574 327
37 799 766
28 848 65
792 173 541
776 313 23
488 330 445
546 732 170
95 165 705
879 766 678
397 7 856
63 907 118
680 184 261
869 795 914
634 473 249
560 681 933
305 388 641
703 584 566
908 166 760
75 264 854
130 888 89
262 296 747
429 864 591
586 807 454
212 385 343
647 154 103
236 689 42
316 630 76
141 806 629
550 387 248
32 772 468
690 36 317
120 772 298
711 878 567
522 831 699
133 405 715
724 281 996
899 190 958
168 606 490
615 904 53
478 717 353
112 376 315
268 803 5
537 316 908
43 209 635
906 307 188
52 838 693
689 237 171
234 611 481
293 730 224
54 364 244
437 419 924
598 385 138
611 740 603
274 441 347
787 218 925
899 120 982
233 235 418
126 286 552
804 445 101
780 114 254
745 517 417
390 397 328
417 572 769
113 31 396
661 434 374
819 435 840
746 259 336
626 432 572
855 101 963
345 896 309
385 232 716
451 731 738
396 453 742
752 729 245
96 24 835
325 361 821
318 716 208
185 758 870
272 198 724
705 402 768
577 643 709
801 333 130
173 568 856
157 594 956
21 599 249
459 212 1
341 750 410
645 700 810
453 226 666
801 19 413
781 325 792
797 173 624
494 233 673
623 29 996
711 669 318
144 225 928
510 81 943
642 794 628
431 802 613
15 317 927
69 62 390
799 56 969
359 696 555
340 160 62
167 447 994
592 607 264
413 206 744
720 273 197
580 406 201
772 570 112
446 767 865
558 815 597
849 141 174
409 233 713
271 735 886
583 821 610
95 67 730
868 581 59
867 358 172
759 33 954
231 196 757
481 30 134
403 864 215
235 54 964
437 160 745
54 477 122
858 208 548
300 231 791
384 208 683
818 179 295
899 172 794
516 196 527
212 674 412
480 570 957
222 532 870
529 836 932
793 441 424
492 264 428
500 891 808
422 292 554
331 48 546
640 194 918
524 172 985
790 897 462
586 825 574
584 399 537
320 893 673
697 896 820
741 609 464
673 106 937
753 577 833
797 238 49
215 184 135
794 786 459
253 322 195
16 291 292
811 371 517
434 360 527
771 63 660
784 263 800
449 105 336
150 468 148
804 529 707
321 711 117
478 377 41
503 607 871
682 874 853
573 678 269
416 363 958
431 164 362
746 786 66
303 91 987
13 2 520
590 743 317
73 577 89
226 105 660
883 304 57
375 600 442
11 84 201
468 601 68
845 145 217
277 496 724
104 873 546
645 604 532
217 308 350
674 466 13
715 147 717
437 672 168
718 709 195
222 813 461
520 736 270
772 539 513
199 75 961
867 355 915
385 809 920
217 707 161
279 585 758
651 445 966
7 525 793
112 302 615
561 408 34
490 672 649
658 809 55
442 186 560
468 64 563
465 716 428
615 227 975
718 742 931
847 333 884
403 469 632
255 271 26
337 805 781
308 891 914
824 792 6
357 76 524
555 771 212
652 465 830
464 437 133
372 770 548
555 43 425
691 7 412
59 237 822
733 470 539
159 443 759
46 887 735
902 626 764
898 600 455
790 291 801
169 832 855
717 433 12
892 46 786
522 581 245
155 470 388
650 776 389
265 98 372
895 498 911
627 312 599
64 217 836
241 258 584
497 286 908
548 599 244
885 468 727
530 156 402
853 796 976
147 309 357
96 137 879
459 358 344
485 633 217
847 905 905
511 97 955
589 613 340
388 333 984
471 184 803
407 253 650
182 61 14
435 363 238
206 266 221
588 708 191
351 700 958
656 616 962
732 468 57
243 342 317
477 415 959
856 802 454
446 773 213
147 489 242
417 65 347
464 12 499
484 863 324
40 678 304
184 463 961
187 84 97
93 681 199
435 618 166
755 785 388
827 398 688
547 395 944
692 446 343
816 558 852
458 341 49
620 59 82
651 294 245
428 669 345
841 463 878
59 815 767
558 781 728
221 896 123
119 74 660
543 391 852
799 84 467
374 712 683
50 167 537
673 219 987
270 252 465
112 865 341
378 327 987
299 395 152
126 480 273
494 310 548
441 844 344
799 269 900
451 227 357
130 244 627
857 385 186
38 867 89
327 148 295
285 809 675
354 46 404
610 91 83
206 838 529
394 871 880
144 530 367
620 368 743
783 804 333
718 347 963
443 161 59
696 169 795
599 904 314
507 344 293
475 270 116
